season,week,plays_pg,ppg,tds_pg,epa_all,epa_pass,epa_rush,sec_per_play_neutral,sec_per_play_all,no_huddle_rate,shotgun_rate,explosive_pass_rate,explosive_rush10_rate,explosive_rush15_rate,explosive_epa_share_pass,explosive_epa_share_rush,proe_mean,proe_iqr
2005,1,64.15625,38.4375,4.375,-0.03232567519876181,0.08057039552510883,-0.15852809920372485,33.8597444792947,30.962641020358486,0.00589548436486048,0.17069087896499463,0.07159904534606205,0.09575757575757576,0.048484848484848485,0.3214126749671227,0.4876162230208312,,
2005,2,62.625,35.3125,3.9375,-0.024291287198614203,0.03929580899200818,-0.1074933622302358,33.858111623177436,31.462832413386113,0.014548332061757726,0.20650410069461164,0.07996702390766694,0.1048780487804878,0.041463414634146344,0.3762505649798435,0.48386001804128626,,
2005,3,64.35714285714286,45.357142857142854,5.0,0.020182318292520953,0.09705815676085627,-0.05935130617792711,34.26299808585134,31.30010409877995,0.005655837841267909,0.15030471941647225,0.07729007633587787,0.11195928753180662,0.05089058524173028,0.346315759824867,0.5269892497178215,,
2005,4,62.82142857142857,41.07142857142857,4.3571428571428585,0.028600794356368472,0.1204001011344565,-0.06102608978353535,34.52872672594895,30.915071919255183,0.026364956371737563,0.1517598054606584,0.07136150234741784,0.11019283746556474,0.03994490358126722,0.30005164783696553,0.4802682893690288,,
2005,5,64.35714285714286,44.642857142857146,5.0,-0.012205893699980363,0.01817794221674445,-0.042997586694992505,34.428623135928405,31.14535502701494,0.01143110753073159,0.14806782609312977,0.06880301602262016,0.11864406779661017,0.04302477183833116,0.3316558147530859,0.5091489131446398,,
2005,6,64.35714285714286,44.714285714285715,5.2142857142857135,-0.03059674310084664,0.016392485471447272,-0.07040767542945216,32.74804710970745,31.111454888049725,0.011833494782248054,0.136287979173015,0.059433962264150944,0.11513583441138421,0.047865459249676584,0.28914982861628336,0.5296070255463269,,
2005,7,62.857142857142854,41.214285714285715,4.6428571428571415,-0.044213120753669115,-0.03648223346149332,-0.05290427235642191,33.99984200848171,31.501693448626913,0.002375730994152047,0.158732490641411,0.062135922330097085,0.11140235910878113,0.04062909567496723,0.28158995444799956,0.4832988136496931,,
2005,8,63.57142857142857,41.857142857142854,4.5,-0.04386622795933513,-0.021305471863542886,-0.07346586516901,33.91498039267446,31.653258147114606,0.007458515222490378,0.16186715777140237,0.0798442064264849,0.10668380462724936,0.05012853470437018,0.3791830655639296,0.5490647309773901,,
2005,9,62.07142857142857,39.92857142857143,4.57142857142857,0.010558009607305813,0.08926929960662632,-0.07224526508369726,34.230945995691364,31.329211020372693,0.026339317904925472,0.15397391004738364,0.06726013847675569,0.10568031704095113,0.04227212681638045,0.3111589458663646,0.47283724884847833,,
2005,10,63.82142857142857,43.642857142857146,4.785714285714287,-0.04996908632335335,-0.027731231890572892,-0.08356771906415303,34.56442822313565,31.370234928406813,0.018278964851919155,0.1386033434418908,0.07072691552062868,0.09987515605493133,0.03870162297128589,0.32012952359000285,0.4580123342861522,,
2005,11,64.3125,44.25,4.875,0.013105525081401243,0.08050037136182506,-0.10733250374697574,31.88597036670599,30.974493645365257,0.029453560897233562,0.1668016514621856,0.07548701298701299,0.09473684210526316,0.03976608187134503,0.33624346504864633,0.4172491557616664,,
2005,12,65.78125,42.125,4.6875,0.0015574761541961336,0.058356185295384694,-0.024180600687255187,34.54181038405764,31.083689480354767,0.027083620820462936,0.1594936497876533,0.07027463651050081,0.10741971207087486,0.047619047619047616,0.3153203624508584,0.5109090854890974,,
2005,13,63.6875,35.9375,4.0,-0.07915865029651738,-0.012575962630778502,-0.1316032481934749,33.297984612131316,31.42150586174647,0.011598637608074263,0.15236072851278296,0.05897435897435897,0.08211473565804274,0.03262092238470191,0.3040502003900033,0.3810122204864674,,
2005,14,63.96875,38.625,4.0625,-0.026038375322154556,0.05584104578994075,-0.09509701256473768,35.16976426775913,31.589061441048173,0.002949962164501895,0.1391797377609342,0.06143344709897611,0.10416666666666667,0.044956140350877194,0.28942353828134076,0.491722005225336,,
2005,15,64.0625,37.5625,4.125,-0.03212861865961742,0.03024836332632284,-0.08082911561755825,33.44786608664376,31.117313364593848,0.029436440098455325,0.16771025813578744,0.06823925863521482,0.10022271714922049,0.05679287305122494,0.313508757469904,0.5657064822642835,,
2005,16,64.65625,43.9375,5.0625,0.027124997017616267,0.10787335346703715,-0.057987544697940374,33.19145929000884,31.128152463406202,0.00948723267574782,0.15756035889685518,0.07622950819672131,0.09336332958380203,0.03374578177727784,0.35152984774950896,0.4492576522491315,,
2005,17,64.09375,43.9375,4.8125,-0.03649119532638723,-0.013153444987457723,-0.06996817850992501,32.26559730586445,31.12275648277082,0.021127725784531752,0.15510149622995256,0.05995004163197336,0.08896396396396396,0.037162162162162164,0.27599343405625765,0.4773080811330734,,
2006,1,61.59375,34.5625,3.5,-0.07091838889239266,0.0037968792559131496,-0.10488855130969635,34.09025301687251,31.900835308336827,0.014680762875786492,0.13885184730258998,0.07569011576135352,0.09714285714285714,0.044571428571428574,0.3403558172985923,0.4386868649519884,-0.039826280494067556,0.20505991471665241
2006,2,64.84375,36.8125,3.875,-0.04889043050973644,0.04084024982543194,-0.17126271449498473,32.54986882942765,31.292297157588354,0.03681754353523844,0.17757320156605014,0.08232445520581114,0.11587485515643106,0.04866743916570104,0.3711954193938502,0.5515171756575191,-0.06657630499653432,0.19309629956881208
2006,3,63.214285714285715,41.642857142857146,4.8571428571428585,-0.012226960361670012,0.042748413762160556,-0.06681507238089048,34.69768631054056,31.349192120396598,0.03937125083811494,0.19943244633805432,0.09168241965973535,0.09633649932157395,0.035278154681139755,0.3878432603498806,0.4474843915296285,0.03808321775987585,0.11276091166904995
2006,4,63.57142857142857,46.42857142857143,5.1428571428571415,-0.012368655313865015,0.06565671065773748,-0.09058952768302911,32.87921417787892,31.140709898896567,0.08759877976417561,0.1627463435816756,0.07433102081268583,0.09113924050632911,0.04177215189873418,0.3293953771260616,0.47894302615223733,-0.03559305709470027,0.19862127024680382
2006,5,61.892857142857146,38.642857142857146,4.0,-0.09785554579327584,-0.05161450244397609,-0.1270108393748924,33.35102494177235,32.0366622724714,0.021458319543400165,0.1946698338279232,0.055443548387096774,0.12663185378590078,0.04177545691906005,0.2741283601879324,0.5379236684396393,0.00685923277183969,0.200287520584434
2006,6,63.92307692307692,43.38461538461539,4.923076923076921,-0.02687707256126454,0.03323987298896753,-0.08408074547405311,31.733782810890304,30.721990169385997,0.03290686096765271,0.15835194911228903,0.06312625250501001,0.10901162790697674,0.050872093023255814,0.31239286608291544,0.5110078113168053,-0.025904759916942476,0.13358047497578157
2006,7,64.65384615384616,46.69230769230769,5.461538461538463,-0.015934532486430817,0.044088478319689435,-0.0966829180283127,32.61182395382396,31.425618287670773,0.045955134999693455,0.18109754543890771,0.07036669970267592,0.10903873744619799,0.04878048780487805,0.3326082885806033,0.5087712091447562,0.00957741583400169,0.20273616203627032
2006,8,62.67857142857143,45.785714285714285,5.428571428571428,-0.023137766926862643,0.046569173429871324,-0.07420748789250006,34.15799041626432,31.389062892870253,0.030824312206624967,0.20597969240678582,0.07331378299120235,0.10691003911342895,0.03780964797913951,0.3171404004730464,0.4660906969450589,0.014653347024520423,0.26125808805227285
2006,9,63.25,39.5,4.214285714285712,-0.037074529952081665,-0.018757130707856208,-0.04038738268687305,29.99254606767284,31.396016867581633,0.030433652698910546,0.20886088397198924,0.06956521739130435,0.10718954248366012,0.04967320261437908,0.31665436354527654,0.5002608665418433,0.0439070620476253,0.254203028705987
2006,10,63.6875,41.1875,4.5,-0.03841460984632954,0.0059327388306556,-0.0703937201263154,32.16925578296153,30.943406153792907,0.03169584655499679,0.20091173095753115,0.08767576509511993,0.10138248847926268,0.04377880184331797,0.4028438104939119,0.4787191339444772,0.007440825456746285,0.1701640564770926
2006,11,62.65625,36.1875,4.25,-0.05565329864340505,-0.026915742265792943,-0.08873021965933361,34.21819773531471,31.63096187232102,0.047411258622047765,0.2405999842182612,0.07592752372735116,0.10305775764439411,0.053227633069082674,0.35876487603421003,0.46333694016639504,-0.009816915018079193,0.2036498741557201
2006,12,63.34375,41.3125,4.75,-0.009944975564140415,0.05619902287569634,-0.11193434165810312,34.54573984362414,31.34281821382443,0.055962974230424976,0.222804447951297,0.06582278481012659,0.11904761904761904,0.049886621315192746,0.29219117274546397,0.5204482227319422,0.00029823618940107735,0.25003642837206524
2006,13,63.28125,41.3125,4.625,-0.0304170230648656,-0.042255389694323436,-0.004648152196570504,34.81861949523894,31.510681133424658,0.03200044887220096,0.19851255516417726,0.07075873827791987,0.11843575418994413,0.05921787709497207,0.31533707490319685,0.5011176063954088,0.0046607159844506,0.1792652002279309
2006,14,62.84375,44.9375,5.25,0.020696216565340018,0.0477681377707391,-0.024220990468651164,33.27966759392391,31.690275627611804,0.029942574272896354,0.20481166844800308,0.08370044052863436,0.11907386990077178,0.06284454244762955,0.38852242947764576,0.5118068078556139,0.014198803544055463,0.22969872577517642
2006,15,63.25,41.6875,4.625,-0.10198912961375443,-0.08221259237278658,-0.09774018551172899,34.834616406670065,31.879740039575267,0.014030752109707858,0.20486739849426636,0.06281407035175879,0.12055109070034443,0.04707233065442021,0.32668033466378843,0.5643822312974645,-0.050074426515360995,0.19517666472299067
2006,16,62.9375,38.4375,4.125,-0.0497857576698172,-0.030773123282649514,-0.036329839193627755,34.48655596571696,31.758610873591334,0.022304401776383268,0.22538627209848044,0.07427536231884058,0.11546610169491525,0.04025423728813559,0.36122408681820606,0.450808081739894,-0.07631337525951395,0.12181678197036183
2006,17,62.6875,45.9375,5.1875,-0.00028409151174648654,0.0519683557890407,-0.05277599314556314,34.58086295653043,31.588875530022865,0.03180064476839779,0.17691216251890404,0.07948717948717948,0.11441647597254005,0.05148741418764302,0.3592686427127481,0.518184946486468,-0.009950303326303814,0.14777395485812772
2007,1,61.9375,38.0,4.125,-0.06646298094527825,-0.020371699553080012,-0.09683333709714019,34.267997957615236,32.068059772171466,0.030675448053631087,0.22799023661133117,0.0647419072615923,0.12228571428571429,0.04,0.31359499722823464,0.5343371158766683,0.017349791817462084,0.12190265870756578
2007,2,64.3125,43.4375,4.6875,0.010267915143663764,0.10231802132132183,-0.09887299374841735,34.116013342092465,31.247535047381593,0.05928584183593864,0.2581946263967705,0.08943089430894309,0.10392609699769054,0.04041570438799076,0.35082449998054277,0.50161384330755,-0.0005026337784335681,0.15075435861945152
2007,3,61.84375,46.9375,5.375,0.04001467103598474,0.1255631932203241,-0.06128974433708691,33.64084251647419,31.990680983371785,0.03843923944427606,0.22645097739972636,0.08752166377816291,0.11529411764705882,0.036470588235294116,0.3591300514077107,0.4640733627886645,0.004928334681081491,0.2080088506142299
2007,4,62.42857142857143,40.57142857142857,4.5,-0.0259772700966558,0.004270249709461429,-0.04377641868610092,34.077706125794194,31.50920263360992,0.02801560723556207,0.23705337066506252,0.06352261790182868,0.11732605729877217,0.058663028649386086,0.2945694786363031,0.5149303667456164,0.04624494870293992,0.13138631271088824
2007,5,62.357142857142854,40.214285714285715,4.285714285714288,-0.06770621488049501,0.02015896559504237,-0.1221342091196571,33.31629194667263,31.57003451427867,0.027324319478151084,0.24496766743967563,0.06595538312318137,0.09264305177111716,0.031335149863760216,0.28988255721175843,0.46875026373416423,0.015549041630178331,0.14699737871846852
2007,6,65.34615384615384,44.61538461538461,5.0,-0.018218354125299912,0.003411776635984202,-0.06278059172427365,33.48907976315349,30.328322345706194,0.05115696457034306,0.2357506428726443,0.07101167315175097,0.10174418604651163,0.04941860465116279,0.31637055873933095,0.5475310172948464,0.037193445836424144,0.1993554687983281
2007,7,63.535714285714285,46.214285714285715,5.2142857142857135,-0.004576066465387616,0.047139718255451234,-0.07262636072736994,34.87973398251768,31.404467779251025,0.04527090225945971,0.2862962491864269,0.0687382297551789,0.10377358490566038,0.04582210242587601,0.3010158128736688,0.47206700977697436,-0.06237573407129854,0.17937533331639838
2007,8,62.42307692307692,36.07692307692308,3.846153846153844,0.014006670119559379,0.12532037953262176,-0.08905871775482369,34.7696866740752,31.323346111368632,0.04917157089898631,0.2856588341598198,0.07173447537473233,0.0947075208913649,0.04178272980501393,0.31770242333628657,0.4284495500981014,-0.03744566849800603,0.22377088209530255
2007,9,64.5,47.0,5.3571428571428585,0.003390996068730049,0.09210571456869197,-0.06948752233354648,33.90103525002561,31.243620839085168,0.02117146961479721,0.2684478521358415,0.07156308851224105,0.11794871794871795,0.041025641025641026,0.3264580371166318,0.47974594546128885,-0.02354457433497668,0.17661177710844922
2007,10,63.357142857142854,41.0,4.6428571428571415,-0.07550764660561324,0.011380456523571836,-0.23115631140884266,33.97615662153404,31.196341191073888,0.03638627150735761,0.3173100973070785,0.053953488372093024,0.09439124487004104,0.03146374829001368,0.2404141925414331,0.43353749049149554,0.016437654864469114,0.2103981249797634
2007,11,63.59375,43.125,4.5625,-0.04289417355778908,0.02215141591491545,-0.1384836066980123,34.12380482712693,31.76582507870788,0.015409837662207685,0.293838635837736,0.07515822784810126,0.09850374064837905,0.048628428927680795,0.349593848771974,0.4792953511579269,0.025946168845287155,0.12416270355383557
2007,12,64.34375,45.8125,5.125,-0.061342992157111906,-0.012680077969244282,-0.10668558624381948,33.358057881760885,31.20841244245705,0.03745800619678565,0.2927986426762591,0.0714859437751004,0.09489916963226572,0.03440094899169632,0.3313900390020599,0.4609303493184946,0.05160385606407031,0.1716982779594568
2007,13,64.0,47.0,5.4375,-0.01918702622300223,0.024251702886051198,-0.05775047813029092,33.87611933487351,31.531859948786767,0.03878804529151916,0.2726560550670894,0.07723577235772358,0.10994152046783626,0.05730994152046784,0.3511361335395428,0.5270771676271412,0.018628641699689828,0.19956441788296952
2007,14,63.46875,45.25,5.3125,-0.03533751800202292,0.03607642618143625,-0.1348856696422836,34.16648216810341,31.676331646376468,0.05378974354478601,0.30627655813078525,0.06521739130434782,0.09806295399515738,0.05569007263922518,0.3032097588737995,0.501091500769182,-0.023875557904576603,0.21654673041227984
2007,15,63.09375,37.0625,3.875,-0.0501219434240448,-0.06106049948594419,-0.014473579799938163,33.72821355411536,31.364199486378556,0.023949214176081368,0.2721484363397301,0.05674978503869303,0.10568181818181818,0.04772727272727273,0.26542695395369587,0.47304353866579074,-0.031695396151062066,0.2252756217494607
2007,16,63.84375,44.4375,5.375,-0.044875880838752324,-0.017891558189943063,-0.07312162449831083,33.940278086073675,31.586929072416936,0.025395813689162366,0.30251902328363617,0.07072368421052631,0.12298850574712644,0.05632183908045977,0.32253437252774064,0.5811705050305482,-0.01278057156024246,0.3135950104111717
2007,17,63.3125,49.25,5.625,-0.0022741803063308,0.08541905971362318,-0.10226568169737864,33.14718384479297,31.30962021460059,0.029968506047489483,0.2613028787488417,0.06717044500419815,0.11382113821138211,0.04065040650406504,0.3072165006192766,0.5040287390146921,-0.03825253112130601,0.21877848439746433
2008,1,60.46875,40.0625,4.625,0.007415476800309912,0.04707163500324091,-0.03239622320736737,33.86350196712266,32.37149967324573,0.04356174400184303,0.24557553507050134,0.07414104882459313,0.10981308411214953,0.053738317757009345,0.34883455548456593,0.47741366419554726,0.03696549698813938,0.18882675430713552
2008,2,61.7,45.666666666666664,4.7333333333333325,-0.012978291226758058,0.03392195304845565,-0.07618005701202209,33.35815057643611,31.468036608055804,0.014263194518129362,0.2780572486626714,0.06782768102658111,0.1125158027812895,0.05056890012642225,0.3132865203560611,0.5716480222427079,0.04719215838063291,0.13713966514550008
2008,3,64.1875,46.6875,5.1875,-0.016587192499719686,0.02263678849939868,-0.04451528336542566,32.57252651292773,31.30637573645526,0.04122549677721617,0.29973659613965314,0.06516290726817042,0.10267857142857142,0.052455357142857144,0.3072119036758319,0.48111547682331657,-0.0043283955414284755,0.1838184839639908
2008,4,64.88461538461539,49.15384615384615,5.153846153846157,-0.0420611732626407,0.006002079616545317,-0.10603690939040894,33.20869801288734,31.247383686817475,0.03348998384649002,0.3021042980802319,0.0787704130643612,0.09687034277198212,0.044709388971684055,0.3531388846881046,0.5099058381590383,0.010707007778697096,0.13679419126775527
2008,5,62.107142857142854,44.214285714285715,4.928571428571429,0.003412484608841727,0.09086366219858304,-0.09907331617172888,33.9380860682407,31.14152921219507,0.02824512648846289,0.32807815194184636,0.06502463054187192,0.10266666666666667,0.044,0.3003071696249149,0.48471014361351017,0.017627882897336897,0.166769423897852
2008,6,61.25,42.285714285714285,4.57142857142857,-0.025755674481999963,0.046084885096561556,-0.07743241630225939,36.43564799958828,32.12230197551908,0.028673142394116842,0.33604008362302457,0.07964601769911504,0.0907840440165062,0.037138927097661624,0.3541034912732263,0.4147519948224714,0.01061364857561762,0.210361232360204
2008,7,61.607142857142854,44.142857142857146,5.071428571428571,0.020887157196129585,0.061424259622911585,-0.012643296736029678,34.26186782542777,32.124290194068834,0.0744881193420386,0.2794182223154628,0.06680369989722508,0.1203104786545925,0.0646830530401035,0.2912078036054467,0.5353308960144086,-0.05204547756889334,0.180726388031069
2008,8,63.714285714285715,43.57142857142857,4.57142857142857,0.04192918255472812,0.1481728305496179,-0.09685390877004588,33.70686766264488,30.592083102240547,0.043823193910484844,0.3412521763668748,0.07892376681614349,0.10099573257467995,0.04267425320056899,0.34041704183385624,0.5144427106341714,0.02407838596860772,0.16034041741467503
2008,9,63.892857142857146,42.57142857142857,4.714285714285711,-0.07075020352119066,-0.03546960334281261,-0.1033997688323184,32.72370935704766,31.362562912851807,0.035449813000698764,0.3372010071342076,0.07386888273314866,0.09659863945578231,0.047619047619047616,0.3213175140972334,0.47966958935471854,0.09590103831212275,0.2318234741687774
2008,10,63.785714285714285,47.142857142857146,5.428571428571428,-0.005918626780441408,0.022539557965375972,-0.03456633591721525,34.95874035936909,31.076933560664195,0.019825830453487386,0.30901080524587543,0.06768350810295519,0.11741424802110818,0.04221635883905013,0.2927368260981895,0.4620763094848178,0.07208903875299742,0.27203005004947867
2008,11,63.8125,42.375,4.375,0.0265961832355359,0.07033194278341845,-0.01646566677323027,34.1214231309484,31.718704017373977,0.07062289331842705,0.33532050883612796,0.06218487394957983,0.11824324324324324,0.05855855855855856,0.2812879045413423,0.5273188190059492,-0.04768608073054814,0.1893100142478943
2008,12,62.625,52.3125,5.875,0.0012195114297096857,0.07361820221418547,-0.09140200155749645,35.58406957452349,31.778967640812198,0.03627271616477184,0.3555245745798186,0.076158940397351,0.10615199034981906,0.05186972255729795,0.31991224068071283,0.45373373667648026,0.025498420336898264,0.1663324598222971
