season,week,epa_all,epa_pass,epa_rush
2005,1,-0.03121461500472689,0.03967317073274768,-0.12098965486652698
2005,2,-0.017421390629342587,0.02862451394172639,-0.0778006470348351
2005,3,0.02045795497147017,0.08698322592975878,-0.04107013297369159
2005,4,0.039285966400663314,0.11721993720338203,-0.0487865402304552
2005,5,-0.009083995629361956,0.018870475561982136,-0.039515886019710136
2005,6,-0.027776038932865208,-0.0007946174839985962,-0.05217623292290176
2005,7,-0.04018851870721185,-0.038227789399883194,-0.026697609214134135
2005,8,-0.033408789237401336,-0.018319393222709028,-0.055648445925055245
2005,9,0.013100103247882338,0.072766698127922,-0.05361967751755695
2005,10,-0.04586615739676895,-0.02465198656968582,-0.06889446146586228
2005,11,0.024496570253288562,0.08322278757533512,-0.05836310388700089
2005,12,0.003095210049159807,0.0409696504228443,-0.025510119738888535
2005,13,-0.082489749431675,-0.05228436048377433,-0.11386195232429625
2005,14,-0.010879271464619348,0.04923153222062142,-0.07132519918581749
2005,15,-0.026104243620378307,0.006932671020818025,-0.05432514624578364
2005,16,0.02561704235024473,0.0794662041429308,-0.03965707555626958
2005,17,-0.036453879184338435,-0.02618960844745222,-0.03623192050813609
2006,1,-0.0592693510291203,-0.019841440020333098,-0.09477726462190705
2006,2,-0.03741393561944848,0.041566087519345034,-0.14053278410766648
2006,3,-0.011609963607832284,0.03150207357567388,-0.06095385776132628
2006,4,-0.006770938230394595,0.04853937524476765,-0.0680985877560039
2006,5,-0.09390932066067884,-0.0683996592894595,-0.11113979477634746
2006,6,-0.019052516698594084,0.02931241835593498,-0.07340394240008061
2006,7,-0.012952788216868003,0.03673633253958715,-0.07213487282096057
2006,8,-0.015241780151889005,0.028333722638446048,-0.03834093617356711
2006,9,-0.04182342229658693,-0.0338746970684767,-0.04535807104632137
2006,10,-0.031776465373281694,0.005033692896816374,-0.07118916539325108
2006,11,-0.05399421108352424,-0.03782193810746116,-0.058604855552744986
2006,12,-0.006892150277434975,0.04189553696324239,-0.03725655983023181
2006,13,-0.02509462601677687,-0.03287460209280951,0.00456517780064371
2006,14,0.022603706602833347,0.028545691092633992,0.025356448560957246
2006,15,-0.09192463523421157,-0.09073841955958924,-0.08512545566595278
2006,16,-0.03861210136519432,-0.03814104780537056,-0.010178546659979906
2006,17,0.008178922875365568,0.05738532833942077,-0.035625919520117566
2007,1,-0.06513822058875464,-0.042252463037237745,-0.07537365411168763
2007,2,0.013329904041229034,0.09443386660612423,-0.08447529744798307
2007,3,0.04363626878444593,0.11790761321765311,-0.04902374923640095
2007,4,-0.026550699079604244,-0.02473530421684262,-0.015196422735955896
2007,5,-0.0617372949435581,-0.030527041219156795,-0.0971465546006371
2007,6,-0.012345190879435504,0.016027428162671945,-0.0535421761715254
2007,7,-0.00682655262546572,0.04048786024268578,-0.05781552496346121
2007,8,0.013968898787077697,0.10127886522678974,-0.07593134304373668
2007,9,0.00788025944937198,0.06692564069546002,-0.03869935061472158
2007,10,-0.05973981614521229,0.026920543707863884,-0.16241050320938638
2007,11,-0.04536168933319756,0.007865668243884781,-0.11588576585815016
2007,12,-0.05323637182596572,-0.014185826207630816,-0.10030102804921841
2007,13,-0.02009081562096071,-0.001211775712880904,-0.03827325932256747
2007,14,-0.03841340929970919,0.007660300856783848,-0.11282430015395556
2007,15,-0.03951417391356579,-0.06223541993985348,0.00999110190525905
2007,16,-0.03945603588200756,-0.009131102547383451,-0.0736508411796892
2007,17,0.0018314335748979864,0.07756135073814176,-0.09562810849204754
2008,1,0.012198490660621975,0.0359573466482254,-0.002404580859504923
2008,2,-0.010852535981544042,0.032130823240595796,-0.06631598608184479
2008,3,-0.015135026845915294,-0.00921367743757064,-0.011519109435344685
2008,4,-0.040634372058088786,0.0006515663325174655,-0.0854364133775845
2008,5,0.017579131472915788,0.08057362940804712,-0.07037597364746034
2008,6,-0.024350438437712413,0.024835161705072804,-0.07060581516151661
2008,7,0.023886838662438094,0.03727104697416691,0.01613483076688037
